gene_name	length
AC005498.1	465
WDR7-OT1	565
AC104971.1	1209
AC005324.6	613
AC012254.2	1786
AC005786.2	369
AC012615.5	581
HNRNPA3P16	1016
AC092067.1	488
ZNF861P	639
AC093074.1	556
AP001198.1	2086
AC011524.2	399
CYP4F10P	752
AC005381.1	1270
AC012615.6	2454
AC008805.1	364
AC091132.5	826
AP005264.3	485
AC025048.2	1566
AP005482.3	720
AC011591.1	518
AC139100.1	2232
LINC01255	1983
AC055813.1	2123
ZNF790-AS1	1506
AC011498.3	569
AC105105.1	2553
PPIAP58	472
ERVE-1	2692
AC020928.1	2050
AC099811.2	1199
AC011444.2	567
AC111170.2	768
AC006504.3	523
AC011476.3	1374
AC010776.1	542
PARD6G-AS1	4589
AC060766.2	334
LINC01140	6717
AC008567.2	656
AC008770.3	468
AC020911.2	803
AC024575.1	682
MAP3K14-AS1	3775
AC090409.1	1199
TBX2-AS1	1206
AC023509.3	2690
AC011481.2	426
AC005306.1	935
AC022031.2	1231
AC004672.2	574
AP001198.2	466
AC068473.3	6158
AC138150.2	2381
AC008752.2	750
AC008649.1	516
AP001542.2	364
AC012569.1	1524
AC025048.3	569
CEBPA-DT	2198
AC006116.5	559
AC011444.3	325
RPL23AP77	463
RNFT1-DT	2137
AC011511.4	1850
AC004637.1	482
AL592148.2	372
LINC01764	669
AC092295.2	1392
OR4G1P	1788
AC007673.1	1100
AC015911.4	1070
KC6	5180
AC104532.1	580
AC060766.3	263
AC090409.2	610
AC027307.2	911
AC005702.1	481
SELENOKP1	285
AC005580.1	1155
LINC02001	1504
SNHG22	2593
SLC25A1P5	783
AC006557.2	1240
LINC01415	4134
AC009271.1	949
AC002398.2	660
BOLA3P2	323
ASNSP6	1618
AC015936.1	1028
AC008687.1	786
EIF4A2P1	1063
LINC01478	2267
AP000365.1	546
LINC00906	4183
AC060780.2	198
AC100843.1	324
AC087289.2	1419
ZNF833P	1592
AC003070.1	457
AC010632.1	572
EIF5AP3	462
GEMIN7-AS1	1002
AC015911.5	451
SH3GL1P3	930
AC020928.2	2197
AC091151.1	726
RPL9P29	593
AC006557.3	517
AC015911.6	457
AC012309.1	1654
SEC24AP1	1211
AC092296.3	249
AC022706.1	714
KCNJ2-AS1	2442
AP005131.2	487
UPK3BL1	1342
AC015911.7	958
AC008752.3	712
AP001017.1	482
AC005330.1	1238
AC008894.1	367
AC016205.1	2782
AC008649.2	242
ATP5MGP6	153
AC020897.1	561
AC008569.1	252
AC010928.1	1692
AC011447.3	3684
SMCO4P1	177
AC011498.4	1803
AC020931.1	1346
AF038458.2	600
AC006504.4	1568
AC036176.1	785
MIR122HG	4521
CYP4F9P	1339
AP002439.1	480
AC004596.1	528
DM1-AS	1027
AC090236.1	768
AC090229.1	1609
AC006130.2	326
AC006305.2	552
AC010928.2	287
AC090621.1	419
TCF4-AS2	445
AC023043.2	1026
AC005180.1	587
AC011509.1	164
AC008794.1	560
AC011498.5	486
AC068473.4	585
AC092068.2	1708
LINC01901	1115
AC120049.1	2065
AC011471.1	187
AC025048.4	699
AC138474.1	523
ELOCP29	334
AC011477.1	2355
AC007993.2	521
AC005498.2	1105
AC016582.2	1432
AC005616.1	579
AC020934.1	739
LINC01928	504
AC087289.3	5062
AC091135.1	307
AC006116.6	1103
AC036176.2	1153
DNAH17-AS1	5498
AC008798.1	174
AC005786.3	565
AC012309.2	319
AD000671.3	2040
LINC02594	549
AL353997.3	589
AC010641.1	529
SMUG1P1	811
AC003070.2	386
AC010649.1	460
AC005884.2	247
OR1AB1P	761
LINC02073	5760
LINC01835	774
ZNF582-AS1	2037
AP005137.1	568
AC023043.3	385
AC004223.2	544
AC092069.1	270
AC006116.7	756
AC079210.1	384
AC090377.1	1762
UBE2V2P2	504
AC011525.2	1778
AC021683.1	1767
APOC4	741
AC005944.1	564
ZNF571-AS1	4560
AC005771.1	349
ARHGAP27P2	676
AC008569.2	889
AC008736.1	568
AC104365.1	670
AC008481.3	727
AP002414.3	1468
AP001542.3	527
AC011477.2	921
AC104996.3	94
AC027319.1	511
GLUD1P4	418
AC100843.2	259
LINC01837	3829
AC008759.1	983
AC100788.1	945
AL353997.4	166
CIRBP-AS1	994
FAM215A	792
NFE2L3P1	1959
AC007786.1	817
ZNF887P	1407
AC104365.2	740
AP005131.3	665
AC090236.2	1101
AC005180.2	562
AC021683.2	5079
AC010327.2	488
ZNF285	6866
AC010511.1	576
AC011451.1	405
ADAD1P2	646
AC011446.1	458
HMGN1P31	304
AP001029.3	596
LINC01855	396
AC090699.1	321
AC020916.1	19049
AC010733.2	5702
AC016168.1	722
LINC01864	1661
AC008735.2	561
RPSAP57	832
AC005702.2	1447
AC008991.1	537
AP005131.4	1698
LINC01836	870
MIR497HG	3842
AP002414.4	1148
S1PR2	3643
LINC00868	1047
AC079466.2	185
MTCO2P2	225
AC015802.3	570
AC007229.1	412
AC005779.2	550
AC015802.4	1494
AC060766.4	537
AC006116.8	2537
AC022517.1	346
AC005264.1	2319
AC093227.2	785
AC015911.8	560
AC008805.2	435
AC008474.1	573
AC087685.1	141
AL158154.2	2208
AC027514.2	637
AC093155.3	2013
AC011471.2	523
AP001109.1	279
AC011477.3	403
AC008736.2	516
AC016168.2	969
STK25P1	838
AC104532.2	589
KRT8P5	1458
AC011474.3	250
AC006504.5	5141
AC011472.3	906
AC010327.3	1643
AC104971.2	335
AC008738.3	659
AC011477.4	609
AC020916.2	360
AC007998.3	916
AC013290.1	537
LINC00907	9813
AC090241.1	621
AC011444.4	418
NDUFA3P1	252
AC105224.1	421
AC004134.1	225
LINC01926	478
CYP4F24P	1580
AC060780.3	80
RPIAP1	742
AC011446.2	946
AC008794.2	293
AC022966.1	367
LINC01028	1163
AC003098.1	494
AC016590.1	2781
AC006116.9	1040
AC011511.5	3219
SNX33P1	1762
AC007787.1	1583
AC008521.1	187
AC008759.2	600
AC245748.3	241
AC087289.4	230
AC007795.1	437
RAD51L3-RFFL	2002
AC090771.1	1618
AC005357.2	1569
AC087645.1	291
AC015911.9	185
AC002115.1	568
AC118757.1	731
AC104423.1	728
AC138430.1	5409
AC005758.1	625
CGB1	829
AC067852.3	1736
AC008686.1	1081
RPL7L1P5	738
AC008992.1	446
AC040904.1	223
AC023855.1	359
AC016582.3	6985
BNIP3P16	534
AC091198.1	2492
AP005264.4	422
AC061975.7	721
AC105052.3	1598
AC008543.5	2515
MAP1LC3P	330
AC060766.5	871
AC010327.4	1577
AC008742.1	1167
AC015961.1	2124
AC011712.1	234
AC002546.1	584
AC125437.1	714
AP001357.2	710
AC099811.3	425
LINC01482	3686
AP001269.3	329
AC025809.1	560
PPIAP56	467
RPL17P45	509
AC021683.3	4613
AC004156.1	3319
AC005856.1	286
AC098847.1	1114
AC022098.2	518
AC010632.2	1224
FDX2	1371
AC090227.2	340
AC105105.2	646
THA1P	1145
AC016229.2	417
AC011921.2	152
EIF5AP2	1047
ZNF224	7104
AC135721.1	300
AC016590.2	375
AC008991.2	487
NTF6B	560
AC090771.2	571
AC010928.3	541
KF456478.1	472
AC010525.2	195
LDLRAD4-AS1	2190
SHC1P2	1469
TAF9P3	127
AC011477.5	259
AP005131.5	498
AC105227.1	438
ERVK-28	595
LUZP6	177
AC002116.2	643
AC091551.1	1305
AP005131.6	4215
AC020917.2	401
FRG2LP	1563
AC104365.3	625
AC020922.1	3058
AC015961.2	701
RDM1P3	579
AC024592.2	1188
EDDM13	2326
AC060766.6	394
LINC01539	3458
AC012433.1	398
AC008738.4	700
AC083760.1	670
SRSF10P1	764
LINC02078	4237
AP002414.5	258
AC011509.2	627
AC012254.3	2117
AC008521.2	259
LINC02565	478
AC008738.5	482
AC010761.6	197
AC005332.2	2919
AC006305.3	454
AP005264.5	2209
AL121989.1	746
AC020934.2	456
HMGB2P1	634
AC087645.2	1145
AC024592.3	2193
UBE2L4	464
SINHCAFP2	664
AC107896.1	568
AC022916.3	742
AC060766.7	1212
AC104985.1	507
AC011479.1	546
AC092068.3	2016
RUNDC3A-AS1	5403
AC009005.1	865
RPS10P27	496
AC005329.2	446
AC006557.4	830
EML2-AS1	1235
AC099811.4	496
AC011478.1	554
MIR4527HG	1397
AC048380.1	465
AC093567.1	877
AC100793.3	719
AC022726.1	207
LINC01801	2266
AC006504.6	199
AC011498.6	510
AC016182.1	582
AC011447.4	111
LINC01999	646
AP001120.3	489
AC010776.2	1081
OR7E16P	885
AC006116.10	581
LINC01791	677
AC004221.1	844
LINC01533	1853
AC021594.2	527
SLC25A36P1	465
AC022916.4	475
AC022098.3	315
AC010680.1	3590
AF038458.3	500
AC027097.2	2670
AC015936.2	259
AC100775.1	522
LINC01987	2281
AC018761.4	272
WBP1LP11	328
AC009977.1	570
AP001120.4	108
SMIM22	1762
LIN37	2820
NRBF2P1	859
MAN1A2P1	1400
AC012254.4	273
AC087289.5	3175
AC018755.1	1182
NDUFV2P1	907
AP001160.2	487
AC008655.1	457
AC011468.2	599
RF00019	102
AL592211.1	497
AC245884.8	880
AC119396.2	363
NDUFA7	1413
AL133499.1	608
MZF1-AS1	2968
AL356740.1	1297
ZNF460-AS1	738
AC073539.1	2094
AC011483.1	536
AC243967.1	716
AL031666.2	2253
AC074135.1	967
AC010624.2	575
AC022144.1	1580
AC063977.1	371
AC026803.2	946
AC024075.1	546
AC008750.3	438
ZSCAN5DP	1488
CCDC177	4131
AC009955.2	542
SNX6P1	1224
AC007785.1	332
AC139769.2	2291
AC010320.1	578
AC010300.1	5134
EIF1P6	334
AC008946.1	421
AC022762.2	1353
AC010328.1	4060
AC008878.1	634
MIR3188	85
OR10B1P	958
AC011523.1	392
MAGEA9B	1921
AC007292.1	746
AC008750.4	219
AC130469.1	388
AC063977.2	421
AC010605.1	797
CARD8-AS1	1969
PTOV1-AS1	4203
SSX4	1232
AC010320.2	1121
OR4G4P	840
AC243960.1	1440
AC005253.1	2001
AC243960.2	747
LINC01785	1112
AC010616.1	2078
NBPF12	7272
AC018766.1	484
AC012313.2	1154
AL158151.3	696
AC008395.1	607
AC007785.2	1916
AC067969.1	552
AC020913.1	495
BNIP3P40	556
NAPA-AS1	1894
SRP14P4	203
FMR1-AS1	2387
OR5AH1P	789
AC004466.1	1080
AC006539.2	572
RPL22P5	389
AC135012.2	479
BNIP3P30	574
AC016885.3	258
AC123912.1	447
AC008982.1	963
AC008764.2	376
AC093063.1	363
GABRQ	6172
AC022154.1	1330
ZNF649-AS1	579
ZNF725P	1632
CYP2G2P	1485
SLC6A14	4520
AC124856.1	896
AC003005.1	603
AC008687.2	520
AC008761.1	217
AC073539.2	165
VN1R84P	235
AC010615.2	5146
AC010336.3	667
AC026304.1	561
AC003002.1	456
PCGF7P	1051
NIFKP6	845
VN1R91P	169
AC010336.4	438
AC005176.1	1835
RF00017	283
AC010524.1	494
AC004076.1	1028
AC073342.2	1800
AC007192.1	5142
BNIP3P22	556
AC073188.6	2910
SMIM17	1076
AC092364.1	921
ZNF114-AS1	437
AC005785.1	1911
AC010503.1	520
AC002985.1	685
AC010335.1	599
AC020915.2	550
AC010503.2	296
AC008763.1	843
AC005261.1	4258
AC114786.4	728
AC137932.3	3660
AC008040.5	1781
OPN1MW	1272
EEF1A1P7	1394
ARL14EPL	1914
AC010487.1	1172
AC012313.3	4151
AC008743.1	813
FKBP4P6	1332
TCP11X1	2049
IGFL1P2	330
AC123912.2	2612
RPS29P30	111
AIRN	4374
AC011445.1	877
AC003005.2	664
SIGLEC29P	1114
VN1R78P	564
AC123912.3	1367
AC090004.1	1335
AC010328.2	1111
AC008687.3	598
AL589765.5	515
AC020908.1	280
AC006547.3	583
AC008751.1	342
POLR3GP1	261
AC022145.1	383
CLEC4GP1	870
LINC02560	459
AC008764.3	432
AC006272.1	552
LINC01872	1109
SCGB1C2	478
BNIP3P25	559
LRRC2-AS1	2297
AC008739.1	575
AL132655.1	1153
BNIP3P23	511
SIGLEC20P	1311
FAM156A	6608
AC006115.1	517
AC243960.3	969
VN1R81P	372
L34079.1	393
AC092279.1	2191
SMC5-AS1	1818
AC010271.1	558
AC010325.2	260
AC025588.1	2072
FENDRR	6795
AC011473.1	443
MTCO3P42	518
AC003682.1	462
AC008763.2	1366
AC007785.3	775
AC132192.2	1147
AC006115.2	202
TRMT112P6	372
AC010329.1	8328
AC093503.1	845
MTDHP3	672
AC011530.1	859
BNIP3P27	412
HAVCR1P1	1056
SSX2B	2255
AC073544.1	1595
AC011468.3	332
AC006262.1	5911
AC078899.2	212
AC008403.1	443
BNIP3P38	544
MIR4453HG	3000
AP002884.4	1132
AC092327.1	744
AC011462.2	344
LINC01862	478
RPL7AP69	806
FO681491.1	3447
AC245884.9	483
AC011479.2	432
AC018755.2	2310
AC135012.3	4039
AC026202.3	1127
IFNL3P1	501
AC020915.3	2708
AC020909.2	626
AC008750.5	473
VN1R83P	445
CYP2T3P	817
AC008403.2	1398
AC060814.3	2163
LINC02135	2065
AC003002.2	521
MTDHP4	670
AC005523.1	418
VN1R88P	292
AC012313.4	495
VN1R107P	209
AC123912.4	1178
AC010636.1	628
AC003956.1	356
AC005339.1	392
AC100781.1	912
AC007228.1	1328
AC011815.1	4382
AL031282.2	5079
LINC01966	821
SIGLEC18P	909
AC243960.4	288
AC011466.1	566
AC073389.1	795
AC011467.2	242
RAET1E-AS1	1210
AC008749.1	306
AC063977.3	547
AC073539.3	386
VN1R80P	338
AC115522.1	556
AC053503.5	636
AC011497.1	561
MAGEA2	2272
AC008878.2	942
AL353803.5	141
AC092316.1	297
AC078899.3	212
IGFL2-AS1	1751
AC020904.1	729
AL121761.1	1648
TEX13A	1377
AP003680.1	3660
AC011495.2	360
AC006486.1	634
AL132655.2	594
AC005759.1	1212
CTAG1A	993
AC063977.4	872
MIMT1	2002
AC008687.4	1756
LINC00664	5889
AL589863.1	631
LETM1P2	2178
WBP1LP6	424
AC008687.5	558
AC016586.1	684
AC004597.1	561
AC213203.1	510
AC011495.3	427
AC005261.2	1045
COX6CP7	208
AC020910.1	413
AC011494.1	237
AC010643.1	3263
ZNF723	1835
BNIP3P26	554
AL158151.4	507
AC008750.6	322
AC005261.3	1385
BNIP3P33	569
AC005261.4	355
AC020922.2	359
AC010615.3	394
AC245128.3	748
MTCO3P39	518
HSFX2	1365
AC011473.2	240
AC010503.3	540
AC008737.1	371
AC008758.4	2593
AL365205.2	68
AC010519.1	344
AC022432.1	310
AC010522.1	1159
SCGB1B2P	616
LINC01081	1778
AC104534.1	566
ADGRE4P	3321
AC011465.1	328
AC020914.1	430
RPL7P50	727
VN1R87P	487
AC008764.4	1184
VN1R90P	726
AC008537.1	575
AC027307.3	1100
AC106774.4	445
AC114797.1	728
LINC02132	750
AC007193.1	448
AC004264.1	794
AL049747.1	852
AC011467.3	429
BNIP3P32	554
AC243967.2	567
OR7A1P	1158
Z69706.1	547
AC020914.2	304
AC092070.1	359
AC025278.1	515
SIGLEC31P	551
SIGLEC22P	744
AC020909.3	375
AL118506.1	3082
AC008878.3	4964
AC011487.2	2047
AC020915.4	964
ESPNP	3178
AC008758.5	617
AC022601.1	577
IGFL1P1	360
PNMA6B	1200
AC010323.2	594
AC022150.1	640
AC008750.7	559
AC010620.1	1102
PLCE1-AS1	2317
A1BG-AS1	2793
AC009955.3	448
CSAG2	1083
AL627309.6	755
AC011473.3	485
VN1R92P	928
AC012313.5	2517
CSAG3	1083
AC012616.1	197
AL354861.3	3919
AC136469.1	511
AC005387.1	352
CT45A1	1325
LINC01711	967
CKS1BP3	237
AC010422.2	635
AC002128.1	1016
MRPS17P1	3130
AL772155.3	578
AC068020.1	661
AC020914.3	277
ERVV-2	2431
AC119751.7	245
AC022150.2	644
MIA-RAB4B	1809
AC024563.1	870
AC005253.2	432
AC020908.2	405
AC011462.3	540
SPANXN2	1378
CDC42EP3P1	764
RPL22P6	388
FAM236B	465
VN1R82P	356
MAN1B1-DT	1872
DNAJC19P3	331
AC092070.2	4052
SLC6A21P	369
KRT18P40	1571
AC008622.1	284
HOMER3-AS1	957
AC063977.5	974
AC011467.4	607
AC003006.1	833
MTRNR2L12	1049
AC016629.1	199
AC010319.2	892
LINC01838	1657
AP001462.1	452
BNIP3P24	557
AC008554.1	811
AC024075.2	1473
AC011455.1	504
AC010319.3	470
AC012313.6	790
BNIP3P18	575
CALR3	1460
AC020908.3	610
ZNF728	2192
AC009955.4	544
AC007842.1	2039
AC063977.6	1763
AC010328.3	553
AC008764.5	190
AC008555.2	6828
AC010624.3	711
AC010646.1	515
CT45A3	1166
TPRG1LP1	760
LSP1P1	133
AC010320.3	447
RF00017	284
AC012313.7	409
AC092329.1	574
AC010636.2	522
TRABD2B	7034
FAM90A28P	1858
HNRNPA1P52	947
AC007193.2	472
AL137002.1	182
AC020914.4	329
BRI3BPP1	787
ZNF209P	2304
AC010336.5	714
AC007192.2	463
AC092301.1	764
AC007193.3	188
LYPLA2P2	676
BNIP3P13	566
AL009178.2	2719
AC010618.2	460
AC011443.1	365
AP001160.3	763
L34079.2	561
AC011452.1	575
AC020914.5	272
LINC01082	1438
AC011500.1	469
AL445223.1	1051
FBXO17	4960
AC005387.2	440
AC006942.1	520
AC003973.1	546
AC019171.1	1056
LINC00528	2160
TMSB15B	3061
RPS27AP19	458
ZNF350-AS1	1018
AC008751.2	980
AC010615.4	472
AC010422.3	838
AC008894.2	3927
RPL23AP78	470
AC011445.2	173
SIGLEC21P	1010
AC024603.1	592
DNAJC19P2	302
AC245036.5	847
AC078899.4	1113
AC020922.3	547
AC244505.7	272
AC092070.3	337
AC011503.1	2233
AC093503.2	296
ZSCAN16-AS1	2163
AC005614.1	3653
AC008734.1	537
AC020907.3	565
FKBP1AP1	318
AC010463.1	1207
MAGIX	5107
AC011467.5	996
AC007292.2	1812
VN1R93P	540
AC011466.2	359
GOLGA2P9	2648
IKBKG	3529
ZNF587B	4380
VN1R85P	426
AC022150.3	880
AC010463.2	661
PTOV1-AS2	1023
AC092071.1	549
AC243960.5	255
AL356740.2	647
LINC01233	685
AC120349.1	282
AC008878.4	293
AC008739.2	317
AC011497.2	639
AL356740.3	649
AC022149.1	609
AC012493.2	291
AC020895.1	272
RAB11B-AS1	1156
AL365205.3	169
AC018755.3	1472
AC010139.1	445
AC008655.2	304
AC011503.2	1500
AC008764.6	2069
AC008734.2	477
AC008750.8	551
SPIB	4281
NXF2	2343
LINC01224	3296
AC008737.2	118
PLA2G4C-AS1	873
ZNF92P3	954
AC104521.1	279
AC024075.3	533
BNIP3P8	560
OPN1MW3	1998
NXF2B	2597
AC010618.3	2067
AC011491.2	447
AC067969.2	570
AC006967.3	1093
AC022145.2	171
AC005515.1	289
AP001160.4	382
H3.Y	978
AC010619.1	675
AC092329.2	547
AC012313.8	5402
AC244102.2	955
AC010326.2	1020
AC020913.2	629
AC010319.4	691
Z69720.1	472
AC006272.2	163
ERVK9-11	3336
AC008635.1	562
AL589765.6	549
AC011483.2	959
DMRTC1	1853
AC003973.2	1394
ZNF92P2	1059
AC110792.2	1614
BNIP3P34	572
AC024257.3	6938
CYP4F23P	1579
AC005176.2	147
AC245052.7	359
ERVV-1	2202
AC003002.3	1210
AC011466.3	1009
AC010320.4	1905
AC010624.4	1351
AC074135.2	630
CLIC4P2	717
AC011455.2	1967
OR7A8P	913
U62631.1	435
TMEM185A	5158
AC093677.2	1863
AC010422.4	533
AC008753.2	387
GPR32P1	811
AP001350.1	1524
MTDHP5	586
HNRNPMP2	599
AC008764.7	1081
SIGLEC27P	545
L34079.3	546
TDGF1P7	559
CT45A10	1012
AC011500.2	440
AC010422.5	585
AL161896.1	508
AC016629.2	1120
AC005523.2	3572
AC011487.3	453
RPARP-AS1	5660
MTDHP2	714
AL589765.7	629
TP53TG3HP	579
AC004257.1	277
RPL12P41	498
AC010487.2	486
AC022146.1	847
AC011510.1	286
AC011479.3	1890
NOP53-AS1	540
BNIP3P39	554
AC092723.1	632
OR7A18P	277
AC008760.1	686
AC063977.7	337
AC008982.2	493
FKBP4P2	1371
AC010422.6	5857
AC005197.1	683
AC005498.3	2045
ZIM2	3066
AC008687.6	630
AC018730.2	443
AC008763.3	777
NBPF9	9046
CCDC194	1464
AC006262.2	849
WBP1LP7	363
AC010319.5	759
AL691432.1	1819
AC011473.4	1933
BNIP3P29	571
SLC25A53	6845
AC006262.3	258
AC005614.2	461
AC008761.2	419
AC008758.6	588
AC092070.4	507
FLJ25758	1063
EXOSC3P2	497
AC011492.1	315
DPPA5P1	340
AC010329.2	2737
MIR1470	61
AC044792.1	196
OR7A3P	907
SSX4B	1232
AC011500.3	647
ZIM2-AS1	2129
AC010642.1	1213
AC011516.1	180
AC008737.3	221
PLEKHA3P1	894
AC011491.3	559
BICRA-AS1	547
AC007292.3	357
SCGB2B3P	409
AC010336.6	528
AC008403.3	454
AC010463.3	500
KCNQ1OT1	91667
AC022150.4	2848
AC092327.2	901
AC234771.5	514
ZNF528-AS1	4160
AC020913.3	125
IPO5P1	2887
AC010620.2	313
AC011453.1	2239
AC008537.2	482
AC092364.2	2692
AL136172.1	1394
AC119751.8	156
RNF225	990
EGLN2	6577
AC008735.3	500
AC010326.3	679
AC245884.10	337
AC008753.3	446
AC004754.1	2242
AC007375.2	2314
VN1R79P	513
AC022382.1	336
AL391001.1	715
AC112491.1	248
AC078802.1	843
AL353593.1	3955
ARHGAP19-SLIT1	4089
AC125494.2	657
SNHG8	923
AC018809.1	553
AP000654.1	1192
AL513477.1	2407
COMMD3-BMI1	1904
AC018695.2	498
AC025857.2	238
RMRP	268
AC010531.5	450
AC234772.2	528
AC025165.4	433
MAP2K4P1	2539
AL606834.1	668
AL158827.2	330
AL049840.2	535
FAM226B	1490
AP006621.4	532
AF131215.6	2014
AL022067.1	454
AC068620.1	529
AC024451.4	752
Z98884.2	393
DDIT4-AS1	847
AC004817.3	2129
AL158152.1	1435
AC091057.3	792
AL078623.1	907
AL031429.2	649
AL353593.2	1483
AC092720.2	1665
AC093525.7	3626
AC068790.2	557
PCF11-AS1	1516
AL049840.3	611
AP001267.4	545
AC004817.4	3625
AL158152.2	235
AC135178.5	674
AC069307.1	447
AP000962.1	729
AC090181.2	672
AL117336.2	335
AC022239.1	2594
C7orf55-LUC7L2	1661
MKNK1-AS1	2445
AL353811.1	1254
AL049840.4	811
SPACA6P-AS	3962
AC010359.1	507
MEI4	5290
AL136164.2	732
AL136115.2	587
AC006064.4	422
AL162424.1	221
AL020997.2	184
AC004542.1	264
AC010969.2	3231
AC091057.4	733
AC012065.3	439
AL359881.1	267
AC068768.2	343
AL627309.7	284
AC018809.2	3823
AC146944.4	718
AC078795.1	3143
AL021328.1	1333
AC040174.2	465
AC004542.2	546
AC036176.3	418
KC877982.1	470
AL513318.2	2266
AC068790.3	553
AC005479.2	431
AL121894.2	491
AC022028.2	2619
AC010531.6	401
AL137247.1	764
ZNF559-ZNF177	4273
AC232271.1	2715
AC087481.3	1894
AC026150.3	499
AC107976.1	475
AC110769.2	1548
AC009108.3	3515
AC026691.1	2017
Z93241.1	664
BMS1P7	1052
AC136475.7	592
AL020997.3	359
AL359881.2	570
AC027243.2	724
AL133467.4	725
AC025165.5	578
AL356055.1	446
AC068790.4	263
AC009061.2	2770
AL035427.1	387
BX546450.2	435
AC127502.2	2351
AC121493.1	450
AC090589.3	574
AC068790.5	355
AL606834.2	496
AL356488.2	427
AC125494.3	455
MIR222HG	2785
AP001172.1	581
AC090559.2	430
TSPY6P	926
AC087203.3	1547
AL162742.2	244
AF131215.7	707
AP003117.1	554
AC010531.7	465
AL021878.2	399
GAS5-AS1	694
ZNF503	564
AL590235.1	933
AC015726.1	698
AL670729.2	480
AC068790.6	258
AC078795.2	1252
LDHAL6EP	1143
AL365273.2	492
AC012065.4	679
AL360012.1	131
AL670729.3	574
AC136475.8	386
TSNAX-DISC1	4207
AL049840.5	552
AL353593.3	764
AL583859.2	1304
AC090241.2	5117
AC006019.3	698
AL513327.3	469
AP001429.1	530
AP000769.2	396
AC138894.2	371
AC007728.3	746
VTRNA2-1	128
AC092127.2	601
AC027020.2	2389
AC068790.7	528
AP003465.2	373
AC025766.1	409
AC078795.3	472
MINOS1-NBL1	1276
AF230666.2	725
AP001172.2	467
AC005520.3	370
TERC	541
AC068620.2	560
AL591806.3	2114
AC130352.1	661
AC004918.3	925
AC018695.3	408
LINC01480	1722
AC010530.1	569
AL390838.2	274
AC004233.2	2062
NCBP2-AS2	918
AL359881.3	1721
AL022097.1	806
AC023509.4	775
AC104109.2	1418
AC007687.1	304
AP002840.2	640
BIVM-ERCC5	5709
AC004080.4	633
AC018695.4	689
IGHD1OR15-1B	17
IGKV1OR2-11	287
MTRNR2L11	1552
AC068491.3	606
BNIP3P31	566
MRPS35P3	709
AC009237.12	742
AC097359.2	2389
AC016773.1	802
AC007255.2	631
AC005229.3	323
AP003973.1	691
AC020549.2	508
AC068313.1	1008
AL035411.2	421
AC104695.2	775
AC008738.6	569
AC013553.2	589
DUXAP11	526
MTCO2P22	681
AC006548.2	529
AC079880.1	2046
MTND6P22	521
NBPF8	5330
MTCYBP22	447
AL355333.1	279
AL162730.1	292
AC015849.1	755
AC115286.1	434
ACTR3BP1	1247
AC022217.4	163
AC104687.2	342
AC011468.4	409
AC093668.1	911
AL670379.1	252
IGKV3OR2-5	281
AC009884.2	324
AC096720.1	183
DUXAP4	613
BX255925.2	515
NDUFB8P2	538
AC104819.3	540
AL009028.1	802
IMMP1LP1	488
BNIP3P10	577
AC121334.2	271
TRMT112P7	367
HIST2H4B	1929
AC009948.3	1798
AL132655.3	1619
AL451086.1	223
AC020910.2	610
AL096855.2	369
AC124916.2	224
AL359704.2	521
AC012669.1	283
AC079880.2	1213
AC025588.2	466
XIAPP1	600
STX8P1	355
AL121758.1	2714
PHACTR2P1	1573
AC174071.1	517
AC080078.1	410
AC087283.1	1074
AL158050.2	568
MTATP6P2	678
AL137843.1	385
COX6CP16	216
AC007161.2	1109
BORCS7-ASMT	2670
AC004004.1	250
IGHV3OR16-11	349
AC007953.2	193
AC091167.3	184
AP000860.1	559
AC005972.1	348
BNIP3P9	553
AL021997.1	193
AC009597.2	592
AL009183.1	355
SMC2-AS1	7619
AL390123.1	237
AC093159.2	636
AC105148.1	409
AC243756.1	660
AL499605.1	403
UNGP3	675
POC1B-AS1	8041
AC011453.2	729
MTND4LP5	292
AC022387.2	448
AC012368.3	219
IGHV1OR15-4	348
AL358335.3	327
AL451085.1	690
HMGN3-AS1	2946
AC092053.1	1936
AL591684.3	298
AL122127.1	327
AL162413.1	110
AC097639.2	172
AC020891.4	93
HEATR9	2930
AL358215.1	482
AL138963.2	226
AL109918.2	279
RF00003	167
AC133539.2	467
AC115621.1	858
MTCO3P22	784
AC013444.2	787
PFN1P2	1849
AC000095.1	874
MTRNR2L13	1445
MREGP1	85
AL670379.2	252
AL512782.1	364
AC140658.5	352
AC011458.1	617
AP001554.1	376
AC104692.2	253
AC090950.1	1219
AL354984.3	325
AL136084.3	439
AL355812.1	216
DPPA3P3	430
REXO1L4P	1937
CAHM	896
AC022022.2	360
AL133247.2	482
AP001981.1	418
AC145285.5	637
AC002487.1	994
AC099343.2	686
NRBF2P5	788
KNOP1P2	1317
AC024589.2	1294
AC005000.2	310
OR7E108P	991
H3F3AP2	1947
AC012044.1	297
AC068733.2	1418
AC009501.2	1352
AC012175.1	531
AC135506.1	1799
AC008725.1	2263
AL139344.1	195
AZU1P1	385
AC145423.1	336
AL136363.1	337
AC007179.3	235
AP001485.1	199
IGKV2OR2-7	304
IGHD4OR15-4B	19
AC007566.2	413
PABPC1P5	1676
AL670379.3	251
AC093424.1	338
AC009779.5	165
AC106900.2	317
AC005034.2	414
IGHV3OR16-12	353
AC006557.5	811
AC064872.1	1072
IGHV3OR16-9	294
IGHV3-29	344
AC024563.2	481
AL033523.1	153
BNIP3P37	901
AC073413.1	732
